,currency_change,market_cap,name,price,supply,symbol,volume
3116,4.39,534287.421831,Capricoin,0.268480070466,1990045.0,CPC,138203.424606
3117,-0.30,534060.786639,Pura,0.0030392142302,175723310.76,PURA,617.821498122
3118,-0.20,531310.127876,Social Send,0.0137368379416,38677760.4959,SEND,1028.65086224
3119,-0.21,525778.548764,Ethersocial,0.0175932368682,29885265.1563,ESN,1791.64105549
3120,-0.30,524183.074575,LALA World,0.00266570202651,196639785.453,LALA,10151.5023781
3121,0.61,522005.282584,eBitcoin,0.0276235276509,18897126.0,EBTC,14157.864951
3122,-0.10,518702.005508,GoByte,0.142432636186,3641735.62603,GBX,6026.4867437
3123,-0.02,518024.390088,EventChain,0.0165765168499,31250497.0,EVC,2938.24059862
3124,1.29,516833.739925,HeartBout,0.00971578430912,53195266.9472,HB,17760.0111536
3125,3.54,513317.359929,InterCrone,0.0346981565714,14793793.4072,ICR,589.655943264
3126,0.16,512161.960605,Conceal,0.164249549773,3118194.0,CCX,9211.6807147
3127,-0.68,509733.475693,Origin Sport,0.00705858154418,72214718.0,ORS,6520915.9439
3128,0.97,507148.277208,Bitcoin Incog...,0.0578064747581,8773208.87202,XBI,10340.1068671
3129,-0.29,506853.457781,Energycoin,0.0041434834385,122325445.559,ENRG,3744.0006559
3130,8.87,502592.859012,Bonpay,0.044515452364,11290301.06,BON,18859.7471189
3131,-8.95,499741.181269,Ondori,1.32725969944e-05,37652102409.2,RSTR,1606.5554913
3132,-0.22,499247.697242,Breakout Stake,0.0796491905966,6268082.49403,BRX,852.263903572
3133,-0.07,492334.652344,Bodhi [ETH],0.0332263674115,14817588.8819,BOE,10367.2340427
3134,-0.25,487436.599503,VeriME,0.0027578213823,176746979.566,VME,29196.6694198
3135,-0.27,485038.716043,Bettex Coin,0.0910838261559,5325190.39343,BTXC,864.006993969
3136,-0.20,478640.922499,Breakout,0.0252590853737,18949257.8776,BRK,1524.97340362
3137,-0.22,475037.651787,PlatonCoin,0.20713623933,2293358.48388,PLTC,1394164.45988
3138,1.45,472698.385322,HBZ coin,0.000604240320832,782301956.731,HBZ,42661.4171958
3139,-5.89,469670.07619,Zero,0.0822876756113,5707660.01956,ZER,2146.83354841
3140,-0.40,468691.359035,Moneynet,0.000119693826312,3915752160.96,MNC,5942.10697833
3141,-0.21,464662.424684,ZCore,0.131722717751,3527580.0,ZCR,1621.56958555
3142,1.23,463927.489569,HeroNode,0.000476749819845,973104698.224,HER,48876.6564289
3143,1.30,460863.012389,Elcoin,0.0411155650997,11208967.0,EL,910.243069707
3144,-2.83,460468.176909,Bethereum,0.00137917623052,333871891.582,BETHER,42423.283481
3145,-0.40,456372.161669,JET8,0.000554445279143,823114884.078,J8T,1246.44891798
3146,-0.61,456057.254774,Bee Token,0.00194788747071,234129158.707,BEE,10817.5317156
3147,0.37,453281.039637,The ChampCoin,0.00261720808892,173192587.0,TCC,281538.920519
3148,0.20,451472.265793,ATBCoin,0.010739564771,42038227.3788,ATB,4859844.06457
3149,-4.50,449934.428492,2GIVE,0.000863494378377,521062371.405,2GIVE,3573.93794421
3150,-1.17,446462.34751,Graviocoin,0.000522288106161,854820054.761,GIO,2484.21487726
3151,-0.21,445869.58784,Shard,0.0313839009263,14206952.44,SHARD,682.823842036
3152,-3.35,443540.511291,VULCANO,0.00223084271528,198821955.602,VULC,782.985551079
3153,0.12,443382.626071,StarterCoin,0.00129641317616,342007188.931,STAC,643.990216068
3154,-7.78,440486.748382,XMCT,0.00452763102985,97288570.0,XMCT,4939.60568199
3155,-11.12,430128.395699,Profile Utili...,0.00949724570813,45289803.8987,PUT,175321.603914
3156,-2.07,428818.913705,Arionum,0.0057292097006,74847830.0,ARO,103260.639193
3157,-3.58,427222.774044,Freyrchain,0.000854445548089,500000000.0,FREC,53820.4397088
3158,-0.85,424019.481881,Digital Insur...,0.00194121226765,218430250.492,DIT,989.594043527
3159,3.20,423883.313612,HEROcoin,0.00309036031224,137163071.87,PLAY,10497.6980544
3160,3.03,423073.130853,BoatPilot Token,0.00572778182636,73863346.0,NAVY,1181.16287372
3161,-0.30,416931.566051,W3Coin,6.52283359075e-06,63918780120.7,W3C,1282.4332861
3162,-2.35,413583.699897,1World,0.0199495781887,20731450.86,1WO,1318.5145913
3163,-3.31,409608.087465,SiaCashCoin,5.13777890565e-05,7972474000.68,SCC,13854.4002405
3164,-0.32,407619.094695,AdHive,0.00310267620252,131376614.28,ADH,6802.85521051
3165,-0.27,398864.437513,Daneel,0.00808114742995,49357401.405,DAN,983.333409456
3166,0.46,397472.941624,Starbase,0.00211985568866,187500000.0,STAR,1461.01221392
3167,-0.40,390605.400828,TENA,0.15853434886,2463853.4402,TENA,10789.0588708
3168,-0.12,387583.829132,VeriumReserve,0.183659602963,2110337.94519,VRM,2723.05185623
3169,10.61,378483.993658,Fire Lotto,0.0137722107143,27481716.7345,FLOT,107622.605319
3170,-0.74,372324.857718,Tigereum,0.0204407931431,18214795.0479,TIG,14741.4087944
3171,-0.30,370928.661836,Stronghold USD,0.927321654591,400000.0,USDS,303458.360024
3172,-5.49,369069.191468,Auxilium,0.00360998081758,102235776.343,AUX,5833.764853
3173,3.26,368024.822277,Aphelion,0.00736049644554,50000000.0,APH,11243.3142085
3174,-2.36,365599.357695,StrongHands M...,0.327620060771,1115924.82107,SHMN,545.020175127
3175,0.01,362980.340731,Auctus,0.0128388368609,28272058.027,AUC,17231.8686984
3176,4.85,362760.673568,Alt.Estate token,0.000500925591522,724180756.0,ALT,10370.7620366
3177,-1.33,358878.726686,Sumokoin,0.0355685369094,10089780.4034,SUMO,2434.43472394
3178,-0.23,347669.894657,WABnetwork,3.49768506078e-05,9939999989.0,WAB,7613.04235903
3179,4.73,342241.733549,Pylon Network,0.8239414765,415371.410846,PYLNT,116871.344299
3180,0.83,339804.688634,QuadrantProtocol,0.00102695448577,330885831.205,EQUAD,216044.238509
3181,7.67,329121.125487,ARBITRAGE,0.0743044957092,4429356.82889,ARB,41929.895288
3182,-0.16,329011.938915,IONChain,0.00277093202056,118736921.9,IONC,253984.54648
3183,-0.16,328234.34675,SyncFab,0.0018329366706,179075661.486,MFG,179254.01974
3184,-0.29,326984.858082,TrakInvest,0.00389576236207,83933471.2162,TRAK,43441.7332625
3185,-0.20,325500.232548,eBoost,0.0162750116274,20000000.0,EBST,2877.17666302
3186,-0.20,317134.134065,Mao Zedong,0.0500925591522,6330962.91012,MAO,539.412698457
3187,-1.91,316385.623763,ARAW,0.0001039719516,3042990142.0,ARAW,76597.0858009
3188,0.36,315953.636773,Atonomi,0.000645008360318,489844250.417,ATMI,14828.6138551
3189,-0.29,315683.01087,Bigbom,0.000932021423477,338707891.169,BBO,321155.074915
3190,-0.37,313546.938434,GoPower,0.00386012977525,81227045.9,GPT,49191.6903644
3191,-0.28,306957.459293,BlitzPredict,0.000833965262489,368069838.277,XBP,31805.2879728
3192,-0.34,304061.405123,FlypMe,0.0172383300726,17638681.0,FYP,92362.626934
3193,10.52,303429.151932,Hurify,0.00142217261683,213356064.054,HUR,1644.4444135
3194,-0.10,301096.651752,Proton Token,0.00012578416573,2393756400.14,PTT,89809.4867129
3195,-0.06,300355.864316,FSBT API Token,0.0855828067379,3509535.10131,FSBT,583601.652139
3196,-0.82,297282.683892,ProCurrency,0.00292227987175,101729710.0,PROC,18848.4831529
3197,-0.20,297240.753203,ACE (TokenStars),0.0251965671589,11796875.0,ACE,42374.2187263
3198,-0.51,297125.384891,Max Property ...,0.00883385990227,33634831.0,MPG,168289.860108
3199,0.09,294688.037247,International...,0.000704960604503,418020575.0,INCX,38516.4432784
3200,-0.27,292012.869992,Lightpaycoin,0.0504013221823,5793754.15859,LPC,2176.45903881
3201,1.47,288614.120301,Quantis Network,0.0540472348747,5340034.8967,QUAN,3315.39549666
3202,-0.63,288145.474623,Ether-1,0.0141877504582,20309454.6575,ETHO,23927.0477856
3203,-1.38,283569.57708,BEAT,0.00231886734151,122287968.787,BEAT,21127.4580004
3204,-0.64,283410.456584,Zetacoin,0.00167156782661,169547685.755,ZET,32297.9566536
3205,1.43,282224.337706,Sharpay,0.000279623116541,1009302597.0,S,3081.75521828
3206,-0.35,281413.45288,Relex,0.000180967004542,1555053937.0,RLX,588.334930359
3207,25.51,274000.522052,DogeCash,0.0757979513487,3614880.31241,DOGEC,2073.76056193
3208,-0.31,270272.642606,NPER,0.00392111764357,68927450.5827,NPER,28835.0198495
3209,8.84,261119.096728,XOVBank,0.00212674968567,122778481.402,XOV,25317.4209938
3210,-0.22,260610.152831,Actinium,0.0268030579422,9723150.0,ACM,1843.47205637
3211,0.48,260497.352994,SnodeCoin,0.0126245417296,20634202.6961,SND,577.178077074
3212,17.64,259208.416561,LRM Coin,0.0898909997195,2883585.86921,LRM,5984.17071789
3213,-0.74,256771.777322,Save Environm...,0.267293437696,960636.293712,SET,808.283445388
3214,12.40,256214.515419,Galilel,0.0150951242131,16973329.3878,GALI,1011.15175194
3215,7.17,255535.256031,4NEW,0.00467895576359,54613736.257,KWATT,15809.3848496
3216,0.44,252306.018146,Aigang,0.00861860810855,29274566.7245,AIX,3153.89090114
3217,-0.54,251786.526729,Bob's Repair,0.00321622591858,78286330.9679,BOB,463805.947171
3218,-4.98,249781.134892,AudioCoin,0.000259795325276,961453538.962,ADC,958.626070386
3219,-1.08,246877.978596,Parkgene,0.000837553453978,294760862.634,GENE,21166.4236053
3220,-0.31,246740.993726,Soma,0.0277220427607,8900534.34574,SCT,47714.4592266
3221,0.33,246538.895252,Suretly,1.05063091496,234657.948611,SUR,5077.42278162
3222,-33.67,242965.66825,Newton Coin P...,1.57430823549e-06,1.54331701234e+11,NCP,1763.81364236
3223,-0.23,242079.327854,EtherGem,0.0124250839909,19483114.0,EGEM,7468.05758096
3224,-0.35,241167.717296,Sp8de,3.0983459556e-05,7783756906.18,SPX,1012.65580771
3225,-0.21,238375.317155,BitNautic Token,0.0120668310508,19754591.421,BTNT,654.194155158
3226,-42.28,235380.9357,Aencoin,0.0113129938691,20806246.2,AEN,45811.6995057
3227,-2.73,228057.410087,Iungo,0.00570143525218,40000000.0,ING,2897.7682101
3228,10.56,227091.629813,CryptoPing,0.0228184886422,9952089.0,PING,1415.66574649
3229,0.08,226824.316306,OLXA,0.00115356051821,196629750.0,OLXA,89762.9145974
3230,-0.51,225490.242679,Decentralized...,0.00357749861478,63030141.1572,DML,10322.5473874
3231,-0.07,225297.651073,Bitcoin Zero,0.0153534264645,14674095.8179,BZX,6230.06453047
3232,-0.21,220334.485807,Bitether,0.00425888154735,51735293.2589,BTR,3823.36020816
3233,0.10,218005.394815,Kalkulus,0.0140444320521,15522549.7198,KLKS,34206.3105635
3234,-1.25,211482.516737,Veros,0.00699840211574,30218686.1,VRS,28724.354563
3235,-0.28,207412.575823,Amon,0.000426069240812,486804856.948,AMN,631.495299501
3236,4.45,205586.945913,Azart,0.0495822866454,4146378.87484,AZART,4540.90515659
3237,0.46,202277.647297,SportyCo,0.00374201591968,54055795.4959,SPF,634.736265109
3238,-0.24,202016.706233,BoutsPro,0.00263677099844,76615188.1802,BOUTS,14140.6273041
3239,-1.08,201870.485206,Tokenbox,0.0177174453759,11393882.1835,TBX,10602.145743
3240,1.22,201148.263858,Aditus,0.000859200806835,234110888.0,ADI,63558.2093823
3241,-1.21,200139.042612,BlockMesh,0.00223373267061,89598475.7913,BMH,20448.1800259
3242,-0.31,194895.688266,ERC20,0.0278422411809,7000000.0,ERC20,53826.5019088
3243,-0.54,184902.40983,Dash Green,0.134541841312,1374311.57495,DASHG,2312.86972216
3244,-0.81,184468.115066,HyperQuant,0.00245684389236,75083368.3979,HQT,382009.448543
3245,-0.31,177495.689972,bitJob,0.00216974151998,81804993.0545,STU,4293.7228287
3246,3.13,176846.94272,Payfair,0.00569496292327,31053221.0837,PFR,906.259766509
3247,-0.22,175147.066083,OPCoinX,0.00113841156261,153852149.64,OPCX,658.811549555
3248,-3.51,173670.340133,EXMR,0.0146509553991,11853857.677,EXMR,3375.59457796
3249,-0.15,173087.94732,Lobstex,0.0119161805187,14525455.2873,LOBS,50155.574836
3250,-0.26,172240.657039,Ethereum Meta,0.00194296095823,88648542.4783,ETHM,2721.03022555
3251,-7.04,172179.821114,Naviaddress,0.00070987104111,242550845.354,NAVI,25924.4611815
3252,-0.23,156416.454914,Elysian,0.00179858884007,86966210.0806,ELY,48787.2014228
3253,-0.41,156274.595817,Webchain,0.00156477106978,99870580.9656,WEB,1297.25316852
3254,-8.38,155705.351914,SoMee.Social,0.00349217736119,44586896.887,ONG,841.926047662
3255,-7.01,154055.607832,PKG Token,1.71759595064e-05,8969257745.11,PKG,24484.2454479
3256,5.51,152959.598353,MicroMoney,0.00969494275226,15777256.4792,AMM,11737.1963215
3257,-0.20,151153.917834,Monoeci,0.0184461648367,8194327.61078,XMCC,527.490060968
3258,-3.65,149961.982637,Kora Network ...,0.000446814100966,335625000.0,KNT,3997.22993148
3259,1.03,149754.612689,Knekted,0.000149754612689,1000000000.0,KNT,6261.57181145
3260,0.07,148282.152044,Webcoin,0.00417298899152,35533798.9977,WEB,796576.138228
3261,-6.10,147785.55791,Unify,0.0081267456238,18185084.75,UNIFY,2046.95916685
3262,1.37,138999.992434,Exosis,0.702872574297,197759.875,EXO,41676.223786
3263,-2.15,138368.275333,PeepCoin,2.8839487616e-06,47978756479.7,PCN,586.14918424
3264,-1.08,138221.425185,MoX,0.0328715364931,4204897.0,MOX,1157.96764679
3265,-0.21,136994.05067,Jury.Online T...,0.0150181345612,9121908.59071,JOT,1860.19389185
3266,-0.35,134338.197832,BitRewards,0.000393816078041,341119129.773,BIT,5352.39069939
3267,-1.85,131227.406131,BitRent,0.000155900444296,841738500.0,RNTB,2370.90898534
3268,-0.30,130528.209917,ShareX,0.000202207841313,645515075.327,SEXC,1965.75571399
3269,0.00,128893.435864,Spectrum,0.000118850563268,1084500000.0,SPT,38328.684916
3270,-0.28,126901.700359,ModulTrade,0.00348192753181,36445818.9321,MTRC,1484.26876235
3271,-0.64,125701.685469,EurocoinToken,0.104133847453,1207116.5,ECTE,26813.6169049
3272,5.78,125535.603705,More Coin,0.0627678018526,2000000.0,MORE,1546.3404176
3273,-2.04,125059.863221,MedicCoin,0.000483753247638,258519945.512,MEDIC,1557.0862082
3274,-0.28,124947.445164,Engagement Token,0.000300892518628,415256071.282,ENGT,27437.9586346
3275,0.27,123332.855746,Transcodium,0.00243964676418,50553570.9336,TNS,257604.958507
3276,-0.27,121488.600995,Puregold Token,0.0106915031775,11363098.2453,PGTS,768.651666674
3277,-2.40,121203.588828,electrumdark,0.0337365874113,3592645.2,ELD,967.342106218
3278,-0.21,120395.299438,FantasyGold,0.00806145435749,14934687.2288,FGC,773.875433956
3279,-0.22,119935.88459,APR Coin,0.0173267334086,6922013.61684,APR,12592.1201827
3280,-0.02,119482.974644,Datarius Credit,0.000935243031223,127756070.513,DTRC,1332700.43733
3281,-0.28,119148.401298,Leadcoin,0.000151897581994,784399591.71,LDC,1028.49406769
3282,-0.26,119132.978997,DraftCoin,0.0141690356584,8407980.74541,DFT,1169.81943274
3283,4.40,115394.274112,CFun,0.00026871514525,429429736.85,CFUN,13858.6101022
3284,-0.44,114651.461475,EVOS,0.0146114354061,7846693.92764,EVOS,31592.8566684
3285,-10.53,114102.283323,Jetcoin,0.0167234408888,6822895.1256,JET,27835.0454575
3286,5.68,110509.026,NetKoin,2.4813761123e-05,4453537916.0,NTK,840.907399435
3287,-0.38,109882.572508,BitWhite,0.00302495386889,36325371.3184,BTW,172999.416521
3288,-0.31,109761.810639,Bitnation,4.8595661752e-06,22586750891.3,XPAT,570.427290102
3289,-0.19,109748.194604,Blocklancer,0.00091349961422,120140384.183,LNC,1427.97832946
3290,-1.14,108295.220971,Tidex Token,0.0113935237995,9504980.45,TDX,20974.8728782
3291,-1.22,105003.12402,ShowHand,1.69599410857e-06,61912434418.0,HAND,87465.0170516
3292,12.42,104901.536624,Evimeria,6.75943323786e-06,15519279935.5,EVI,919.215306156
3293,-2.11,102986.228795,IGToken,5.31309808174e-05,1938346087.55,IG,256929.457013
3294,1.94,101264.445933,Thore Cash,0.00183929305687,55056178.0,TCH,46139.1551462
3295,-6.71,98387.6743736,KWHCoin,5.54440855213e-05,1774538680.7,KWH,98879.6344021
3296,-1.74,95067.7562728,CustomContrac...,0.00022005064926,432026702.0,CCN,69041.3756921
3297,-0.33,94662.4703709,SkinCoin,0.00107347166556,88183483.0,SKIN,1787.38799979
3298,2.88,94010.4482926,GenesisX,0.0126833811374,7412096.76459,XGS,593.957563361
3299,-0.04,93131.1084665,HashBX ,0.0590140054609,1578118.74892,HBX,2492.79646104
3300,0.96,92529.8152321,Bitcoinus,0.00167340459127,55294347.652,BITS,40578.8842373
3301,-0.31,91599.4722285,ELTCOIN,0.00101777191365,90000000.0,ELTCOIN,993.587730569
3302,2.60,89896.8551755,MMOCoin,0.00157018768786,57252299.1172,MMO,8551.14148047
3303,-0.31,89556.9912437,Emphy,0.0113334233639,7902024.69,EPY,1204.30954555
3304,1.48,87399.4405409,Creditbit,0.00517149902178,16900214.0719,CRB,821.240245216
3305,0.69,86792.0047402,No BS Crypto,6.95190454988e-05,1248463699.66,NOBS,11252.7611326
3306,-0.23,85629.1913874,WITChain,5.09697567782e-05,1680000000.0,WIT,65800.6272224
3307,-0.23,84380.8447208,Absolute,0.00746801090743,11298971.8101,ABS,818.741443928
3308,-0.20,82976.456346,BitCoen,0.011853779478,7000000.0,BEN,629.324191133
3309,-0.69,81638.6105057,EUNOMIA,4.97169224049e-06,16420688682.4,ENTS,15608.7974266
3310,-3.71,80964.8713576,Neural Protocol,9.43867303633e-06,8577993013.0,NRP,26426.2043157
3311,-0.31,80042.1975232,Intelligent T...,0.00815517269683,9814899.14424,ITT,855.931641932
3312,13.12,79942.070799,Castle,0.00617316145161,12949940.0632,CSTL,871.760566671
3313,-0.13,77582.393305,EtherInc,0.000249329513123,311164099.0,ETI,9292.25619593
3314,7.31,77578.8168531,Arepacoin,0.00485763210605,15970500.6801,AREPA,1185.40588183
3315,1.81,76691.1286191,ProxyNode,0.00148720581154,51567259.9071,PRX,696.652921987
3316,-0.21,75881.0527835,CoinToGo,0.00821355726989,9238512.65537,2GO,46364.6264358
3317,-0.22,73575.7294781,Gold Poker,0.0257058445225,2862217.94478,GPKR,6862.58186034
3318,-0.35,73394.1445206,Waletoken,3.68468294431e-06,19918713666.8,WTN,9939.33833753
3319,-0.10,73286.8162184,TokenDesk,0.00499116065632,14683321.4286,TDS,14271.1223985
3320,-0.04,72755.4301201,Impleum,0.0157714193683,4613118.73212,IMPL,3037.20894381
3321,3.26,72670.0194351,TEAM (TokenSt...,0.00621352803308,11695452.0923,TEAM,2595.08050101
3322,0.12,72016.6407494,Alphaslot,0.019305138283,3730438.9999,SLOT,11214.9104828
3323,0.35,71824.2853309,FUTURAX,2.10850230737e-05,3406412460.63,FTXT,11407.868126
3324,-0.35,70817.9488697,DOWCOIN,0.00655055563351,10810983.5,DOW,3282.36896624
3325,-3.66,66675.4911116,Micromines,4.24687697047e-06,15699887605.7,MICRO,24053.2806844
3326,-1.56,64836.3616418,nDEX,4.71274726931e-06,13757657251.0,NDX,5063.18298165
3327,-0.17,63945.4865688,Banana Token,0.015533453701,4116630.32573,BNANA,3607.73344524
3328,-2.21,63210.0729347,RouletteToken,0.00618551843782,10219042.0367,RLT,641.899935064
3329,-1.30,63194.6151954,LogisCoin,0.0268774542592,2351212.82641,LGS,3445.91964992
3330,-0.35,62255.9749717,Joint Ventures,0.00284558615396,21878084.7261,JOINT,648.271816416
3331,0.12,61672.1791781,e-Chat,0.00401011038721,15379172.4474,ECHT,938320.517782
3332,-2.44,61545.5447351,Ether Kingdom...,0.0217443365966,2830417.21975,IMP,18423.6605949
3333,-0.21,60762.1004838,SkyHub Coin,0.182523494886,332900.159082,SHB,6917.46695748
3334,-0.32,59567.048554,CyberFM,1.16341891707e-06,51200000000.0,CYFM,1165.01852097
3335,-0.12,59126.3192621,EthereumX,0.000677855279838,87225579.0,ETX,955.926783651
3336,-0.48,57299.4218748,Herbalist Token,6.03151809272e-06,9499999999.0,HERB,13587.9995367
3337,-0.39,56138.012499,Provoco Token,0.000226199560926,248179140.0,VOCO,30493.748876
3338,0.16,55535.708968,Mainstream Fo...,5.16544160538e-05,1075139614.59,MFTU,6937.3276421
3339,-2.06,52637.4311763,BitBall,0.000209307126266,251484180.761,BTB,1926.78334017
3340,-0.22,52325.5169908,SCRIV NETWORK,0.00211464404057,24744361.6925,SCRIV,8186.84335421
3341,-0.43,48804.8898478,YENTEN,0.00267203702414,18265050.0,YTN,582.983230332
3342,3.27,48504.7804452,ICOBay,7.53008969576e-05,644146117.841,IBT,32000.0560504
3343,-12.53,47556.8723535,Zenswap Netwo...,3.96262140638e-06,12001366640.0,ZNT,10000.0993641
3344,-0.55,46740.5586526,The Currency ...,0.00145012497724,32232089.9138,TCAT,212364.363441
3345,-0.15,45892.0284395,Bolenum,1.83568113758e-06,25000000000.0,BLN,664.529256829
3346,0.79,45145.8148799,QUINADS,3.42132767713e-06,13195408081.4,QUIN,20175.6646252
3347,0.29,43892.9790114,VikkyToken,1.17767660269e-05,3727082537.87,VIKKY,10185.5453947
3348,6.54,42740.6005923,GoHelpFund,0.0135878601749,3145499.0,HELP,17406.6572957
3349,-0.75,42145.1752357,TravelNote,0.0202296873499,2083333.0,TVNT,10217.8623083
3350,-0.20,38812.8620926,InvestFeed,0.000202803883207,191381257.0,IFT,684.409159991
3351,3.47,37982.9405021,BunnyToken,0.000202799516873,187293052.211,BUNNY,1931.73369416
3352,2.47,37230.5679394,PAWS Fund,0.198796283316,187280.0,PAWS,906.630653099
3353,3.49,36977.3262822,PrimeStone,0.00275038151149,13444435.3002,PSC,1368.11133259
3354,-1.30,34896.9032045,CyberMusic,2.42975551255e-06,14362310538.7,CYMT,10850.3223336
3355,-0.63,33614.5784238,CryptoSoul,0.000226754632379,148242080.31,SOUL,10654.5450833
3356,0.34,32980.5635603,Olympic,0.000363531976919,90722592.9334,OLMP,1935.04933317
3357,0.17,30998.3530082,Havy,3.90122602994e-06,7945797749.3,HAVY,31173.8210124
3358,0.15,30769.3242623,Octoin Coin,0.0554265323782,555137.096659,OCC,1011309.67155
3359,-0.19,30693.1470644,Peerguess,0.000507009075149,60537668.0,GUESS,2068.80133095
3360,0.13,28721.2171468,Decentralized...,2.42975551255e-06,11820620222.2,DATP,12129.7593429
3361,-0.20,28465.7307538,Etheriya,0.0179988446346,1581531.0,RIYA,2534.86165631
3362,-0.94,26086.7238325,Dinero,0.0029153924339,8947928.76911,DIN,1914.36883105
3363,0.42,22001.3585106,Bionic,4.10286232858e-05,536244132.719,BNC,11826.7177892
3364,9.06,21649.6108294,Thingschain,1.89162174132e-06,11445000000.0,TIC,1879.18857702
3365,-0.31,20610.7919588,Traid,0.00146898863618,14030600.0,TRAID,768.637491596
3366,8.07,19828.8118303,Desire,0.00263738159982,7518370.42908,DSR,9895.34984338
3367,-0.35,19674.9039929,YoloCash,0.000666959734654,29499388.0,YLC,3696.29411087
3368,-1.10,19495.7932398,Tourist Token,5.22210104843e-06,3733323629.52,TOTO,22160.9426318
3369,-6.77,18263.9340541,Cyber Movie C...,9.13196702705e-07,20000000000.0,CMCT,9028.43342915
3370,-4.72,16043.4572118,Crystal Token,0.0284268245799,564377.395258,CYL,69372.8739153
3371,-2.13,15048.3417951,Cryptrust,2.69066885618e-06,5592788484.74,CTRT,2681.83654813
3372,4.67,11378.0587505,Blacer Coin,0.0692733754777,164248.655014,BLCR,2328.47737195
3373,57.27,9936.72979998,Alpha Coin,0.00101111985296,9827450.001,APC,10715.2413182
3374,-0.18,9215.26710359,Mirai,0.00268509860074,3432003.24228,MRI,2138.60266516
3375,-0.58,4989.38160976,LitecoinToken,5.31928282706e-08,93798013227.9,LTK,898.786116893
3376,-4.80,3733.81874626,SocialCoin,0.000354978881939,10518425.0,SOCC,1881.96214412
3377,-0.20,2052.36329489,Magnum,0.000456308737216,4497751.47286,MGM,38153.5260838
3378,-0.21,1530.23825596,Abulaba,0.000101401941604,15090818.1023,AAA,8693.4987545
3379,0.38,22916029.1742,Gold Bits Coin,0.216252992666,105968610.615,GBC,22.8373016687
3380,-0.23,15223148.0541,Iconomi,0.153877446383,98930339.7729,ICN,129.250521663
3381,0.00,11490754.1659,DEW,0.111296468784,103244552.962,DEW,0.0
3382,0.00,10282131.6992,XcelToken,0.0745799310974,137867272.709,XCEL,0.0
3383,-3.02,7672979.68475,ParkinGo,0.616071416888,12454691.8984,GOT,268.529576029
3384,0.00,7097074.30946,AurumCoin,23.788864665,298335.982377,AU,0
3385,0.04,6963257.68913,Aston,0.00845055544797,824000000.0,ATX,0.0
3386,-2.43,6032330.98318,Lykke,0.0190408634795,316809738.68,LKK,0.0
3387,-0.35,5215828.37169,Blue Whale Token,0.000132731298038,39296145285.9,BWX,297.191086069
3388,0.03,3735076.31998,AMLT,0.0158767270587,235254804.481,AMLT,371.310321428
3389,-0.28,3291767.16065,Pandacoin,0.000101238676728,32514916897.8,PND,187.855877687
3390,-0.30,3240161.79234,Mooncoin,1.43678192124e-05,2.25515211769e+11,MOON,272.204276894
3391,0.00,3121960.40378,Nullex,0.0771291645671,40477041.6133,NLX,0.0
3392,0.00,2893216.09242,FairCoin,0.0543900676538,53193831.47,FAIR,0.0
3393,-0.28,2532678.52517,ECC,0.000101307141007,25000000000.0,ECC,5.06535705033
3394,-0.29,2507579.50589,Rubycoin,0.0935064911492,26817170.3918,RBY,7.29664683101
3395,-0.28,2502298.94217,DACSEE,0.00331958494779,753798737.35,DACS,275.859146327
3396,0.83,2417070.54117,Olive,0.00872565830308,277007242.0,OLE,222.641721276
3397,5.86,2407215.76316,Starta,0.481709923588,4997231.0,STA,274.232642399
3398,0.00,2304013.11355,Welltrado,0.0574108182966,40132037.5134,WTL,0.000120056077664
3399,-4.74,2300476.26119,Soarcoin,0.00212944077368,1080319438.62,SOAR,64.1045611731
3400,-0.19,2264344.39066,COPYTRACK,0.0470809214866,48094733.9,CPY,23.4558813838
3401,-0.92,2256285.68862,TaaS,0.276980784771,8146000.7794,TAAS,390.907832458
3402,-0.34,2110958.48694,Winding Tree,0.0988372359838,21357927.1611,LIF,465.170154329
3403,-0.59,2014560.97735,Mysterium,0.0851013136744,23672501.5204,MYST,90.4478963129
3404,-0.35,1963186.09157,FNKOS,0.0141545488919,138696478.889,FNKOS,35.6309628347
3405,-0.29,1955187.34445,NewYorkCoin,1.45882734097e-05,1.3402458876e+11,NYC,300.288355798
3406,0.00,1927471.61274,Proxeus,0.00948370543911,203240350.0,XES,0.0
3407,-0.21,1836415.70354,Repme,5.07009708018e-05,36220523483.0,RPM,20.2803883207
3408,-0.21,1833863.33301,Vites,5.07009708018e-05,36170181833.1,VITES,0.00197536249872
3409,0.22,1772436.84629,BrahmaOS,0.00286215230944,619267130.0,BRM,92.9026018121
3410,-0.20,1739043.2985,BitDice,0.0248434756929,70000000.0,CSNO,74.0041266653
3411,0.00,1715819.88772,FoodCoin,0.00430205288674,398837469.666,FOOD,0.0
3412,-2.67,1701704.48968,ALAX,0.0033837199252,502909380.0,ALX,200.19095426
3413,-0.35,1696679.07545,MIB Coin,0.0187531465734,90474367.5315,MIB,5.25088104055
3414,-0.30,1662886.03247,MintCoin,6.66560567619e-05,24947260808.0,MINT,228.854722492
3415,-0.07,1620428.81175,Fluz Fluz,0.00791302281352,204780000.0,FLUZ,199.790177481
3416,-0.30,1591053.57166,GlobalBoost-Y,0.0957859018218,16610519.3081,BSTY,231.257863062
3417,-9.98,1537616.42588,Incodium,0.000172372845821,8920293788.51,INCO,347.401144205
